sect_class,section,class,subclass,section_text,class_text,subclass_text
D06,D,06,N,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('WALL, FLOOR, OR LIKE COVERING MATERIALS, e.g. LINOLEUM, OILCLOTH, ARTIFICIAL LEATHER, ROOFING FELT, CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL', 'FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR')"
D06,D,06,P,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('DYEING OR PRINTING TEXTILES', 'DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM')"
D06,D,06,Q,"('TEXTILES', 'PAPER')","('TREATMENT OF TEXTILES OR THE LIKE', 'LAUNDERING', 'FLEXIBLE MATERIALS NOT OTHERWISE PROVIDED FOR')","('DECORATING TEXTILES ',)"
D07,D,07,B,"('TEXTILES', 'PAPER')","('ROPES', 'CABLES OTHER THAN ELECTRIC')","('ROPES OR CABLES IN GENERAL ',)"
D10,D,10,B,"('TEXTILES', 'PAPER')","('INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION ',)","('INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION ',)"
D21,D,21,B,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT',)"
D21,D,21,C,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS', 'REGENERATION OF PULPING LIQUORS', 'APPARATUS THEREFOR')"
D21,D,21,D,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE',)"
D21,D,21,F,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('PAPER-MAKING MACHINES', 'METHODS OF PRODUCING PAPER THEREON')"
D21,D,21,G,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('CALENDERS', 'ACCESSORIES FOR PAPER-MAKING MACHINES ')"
D21,D,21,H,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('PULP COMPOSITIONS', 'PREPARATION THEREOF NOT COVERED BY SUBCLASSES ', 'IMPREGNATING OR COATING OF PAPER', 'TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS ', 'PAPER NOT OTHERWISE PROVIDED FOR')"
D21,D,21,J,"('TEXTILES', 'PAPER')","('PAPER-MAKING', 'PRODUCTION OF CELLULOSE')","('FIBREBOARD', 'MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-MACHE ')"
D99,D,99,Z,"('TEXTILES', 'PAPER')","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)"
E01,E,01,B,"('FIXED CONSTRUCTIONS',)","('CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES',)","('PERMANENT WAY', 'PERMANENT-WAY TOOLS', 'MACHINES FOR MAKING RAILWAYS OF ALL KINDS ')"
E01,E,01,C,"('FIXED CONSTRUCTIONS',)","('CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES',)","('CONSTRUCTION OF, OR SURFACES FOR, ROADS, SPORTS GROUNDS, OR THE LIKE', 'MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR ')"
E01,E,01,D,"('FIXED CONSTRUCTIONS',)","('CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES',)","('CONSTRUCTION OF BRIDGES, ', ' OR VIADUCTS', 'ASSEMBLY OF BRIDGES ')"
E01,E,01,F,"('FIXED CONSTRUCTIONS',)","('CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES',)","('ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE',)"
E01,E,01,H,"('FIXED CONSTRUCTIONS',)","('CONSTRUCTION OF ROADS, RAILWAYS, OR BRIDGES',)","('STREET CLEANING', 'CLEANING OF PERMANENT WAYS', 'CLEANING BEACHES', 'DISPERSING ', ' FOG IN GENERAL ')"
E02,E,02,B,"('FIXED CONSTRUCTIONS',)","('HYDRAULIC ENGINEERING', 'FOUNDATIONS', 'SOIL SHIFTING')","('HYDRAULIC ENGINEERING ',)"
E02,E,02,C,"('FIXED CONSTRUCTIONS',)","('HYDRAULIC ENGINEERING', 'FOUNDATIONS', 'SOIL SHIFTING')","('SHIP-LIFTING DEVICES OR MECHANISMS',)"
E02,E,02,D,"('FIXED CONSTRUCTIONS',)","('HYDRAULIC ENGINEERING', 'FOUNDATIONS', 'SOIL SHIFTING')","('FOUNDATIONS', 'EXCAVATIONS', 'EMBANKMENTS ', 'UNDERGROUND OR UNDERWATER STRUCTURES ')"
E02,E,02,F,"('FIXED CONSTRUCTIONS',)","('HYDRAULIC ENGINEERING', 'FOUNDATIONS', 'SOIL SHIFTING')","('DREDGING', 'SOIL-SHIFTING ')"
E03,E,03,B,"('FIXED CONSTRUCTIONS',)","('WATER SUPPLY', 'SEWERAGE')","('INSTALLATIONS OR METHODS FOR OBTAINING, COLLECTING, OR DISTRIBUTING WATER ',)"
E03,E,03,C,"('FIXED CONSTRUCTIONS',)","('WATER SUPPLY', 'SEWERAGE')","('DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER ', 'SINKS')"
E03,E,03,D,"('FIXED CONSTRUCTIONS',)","('WATER SUPPLY', 'SEWERAGE')","('WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES', 'FLUSHING VALVES THEREFOR')"
E03,E,03,F,"('FIXED CONSTRUCTIONS',)","('WATER SUPPLY', 'SEWERAGE')","('SEWERS', 'CESSPOOLS')"
E04,E,04,B,"('FIXED CONSTRUCTIONS',)","('BUILDING',)","('GENERAL BUILDING CONSTRUCTIONS', 'WALLS, e.g. PARTITIONS', 'ROOFS', 'FLOORS', 'CEILINGS', 'INSULATION OR OTHER PROTECTION OF BUILDINGS ')"
E04,E,04,C,"('FIXED CONSTRUCTIONS',)","('BUILDING',)","('STRUCTURAL ELEMENTS', 'BUILDING MATERIALS ')"
E04,E,04,D,"('FIXED CONSTRUCTIONS',)","('BUILDING',)","('ROOF COVERINGS', 'SKY-LIGHTS', 'GUTTERS', 'ROOF-WORKING TOOLS ')"
E04,E,04,F,"('FIXED CONSTRUCTIONS',)","('BUILDING',)","('FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS ',)"
E04,E,04,G,"('FIXED CONSTRUCTIONS',)","('BUILDING',)","('SCAFFOLDING', 'FORMS', 'SHUTTERING', 'BUILDING IMPLEMENTS OR AIDS, OR THEIR USE', 'HANDLING BUILDING MATERIALS ON THE SITE', 'REPAIRING, BREAKING-UP OR OTHER WORK ON EXISTING BUILDINGS')"
E04,E,04,H,"('FIXED CONSTRUCTIONS',)","('BUILDING',)","('BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES', 'SWIMMING OR SPLASH BATHS OR POOLS', 'MASTS', 'FENCING', 'TENTS OR CANOPIES, IN GENERAL ')"
E05,E,05,B,"('FIXED CONSTRUCTIONS',)","('LOCKS', 'KEYS', 'WINDOW OR DOOR FITTINGS', 'SAFES')","('LOCKS', 'ACCESSORIES THEREFOR', 'HANDCUFFS')"
E05,E,05,C,"('FIXED CONSTRUCTIONS',)","('LOCKS', 'KEYS', 'WINDOW OR DOOR FITTINGS', 'SAFES')","('BOLTS OR FASTENING DEVICES FOR WINGS, SPECIALLY FOR DOORS OR WINDOWS ',)"
E05,E,05,D,"('FIXED CONSTRUCTIONS',)","('LOCKS', 'KEYS', 'WINDOW OR DOOR FITTINGS', 'SAFES')","('HINGES OR SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS ',)"
E05,E,05,F,"('FIXED CONSTRUCTIONS',)","('LOCKS', 'KEYS', 'WINDOW OR DOOR FITTINGS', 'SAFES')","('DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION', 'CHECKS FOR WINGS', 'WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING')"
E05,E,05,G,"('FIXED CONSTRUCTIONS',)","('LOCKS', 'KEYS', 'WINDOW OR DOOR FITTINGS', 'SAFES')","('SAFES OR STRONG-ROOMS FOR VALUABLES', 'BANK PROTECTION DEVICES', 'SAFETY TRANSACTION PARTITIONS ')"
E05,E,05,Y,"('FIXED CONSTRUCTIONS',)","('LOCKS', 'KEYS', 'WINDOW OR DOOR FITTINGS', 'SAFES')","('INDEXING SCHEME RELATING TO HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS AND DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION, CHECKS FOR WINGS AND WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING',)"
E06,E,06,B,"('FIXED CONSTRUCTIONS',)","('DOORS, WINDOWS, SHUTTERS, OR ROLLER BLINDS IN GENERAL', 'LADDERS')","('FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS, VEHICLES, FENCES OR LIKE ENCLOSURES IN GENERAL, e.g. DOORS, WINDOWS, BLINDS, GATES ',)"
E06,E,06,C,"('FIXED CONSTRUCTIONS',)","('DOORS, WINDOWS, SHUTTERS, OR ROLLER BLINDS IN GENERAL', 'LADDERS')","('LADDERS ',)"
E21,E,21,B,"('FIXED CONSTRUCTIONS',)","('EARTH DRILLING', 'MINING')","('EARTH DRILLING, e.g. DEEP DRILLING ', 'OBTAINING OIL, GAS, WATER, SOLUBLE OR MELTABLE MATERIALS OR A SLURRY OF MINERALS FROM WELLS')"
E21,E,21,C,"('FIXED CONSTRUCTIONS',)","('EARTH DRILLING', 'MINING')","('MINING OR QUARRYING',)"
E21,E,21,D,"('FIXED CONSTRUCTIONS',)","('EARTH DRILLING', 'MINING')","('SHAFTS', 'TUNNELS', 'GALLERIES', 'LARGE UNDERGROUND CHAMBERS ')"
E21,E,21,F,"('FIXED CONSTRUCTIONS',)","('EARTH DRILLING', 'MINING')","('SAFETY DEVICES, TRANSPORT, FILLING-UP, RESCUE, VENTILATION, OR DRAINING IN OR OF MINES OR TUNNELS',)"
E99,E,99,Z,"('FIXED CONSTRUCTIONS',)","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)","('SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION',)"
F01,F,01,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('MACHINES OR ENGINES, IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE, e.g. STEAM ENGINES ',)"
F01,F,01,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES ',)"
F01,F,01,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('NON-POSITIVE DISPLACEMENT MACHINES OR ENGINES, e.g. STEAM TURBINES ',)"
F01,F,01,K,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('STEAM ENGINE PLANTS', 'STEAM ACCUMULATORS', 'ENGINE PLANTS NOT OTHERWISE PROVIDED FOR', 'ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES ')"
F01,F,01,L,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES',)"
F01,F,01,M,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('LUBRICATING OF MACHINES OR ENGINES IN GENERAL', 'LUBRICATING INTERNAL COMBUSTION ENGINES', 'CRANKCASE VENTILATING')"
F01,F,01,N,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL', 'GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL COMBUSTION ENGINES ')"
F01,F,01,P,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES IN GENERAL', 'ENGINE PLANTS IN GENERAL', 'STEAM ENGINES')","('COOLING OF MACHINES OR ENGINES IN GENERAL', 'COOLING OF INTERNAL-COMBUSTION ENGINES ')"
F02,F,02,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('INTERNAL-COMBUSTION PISTON ENGINES', 'COMBUSTION ENGINES IN GENERAL ')"
F02,F,02,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('GAS-TURBINE PLANTS', 'AIR INTAKES FOR JET-PROPULSION PLANTS', 'CONTROLLING FUEL SUPPLY IN AIR-BREATHING JET-PROPULSION PLANTS ')"
F02,F,02,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('CONTROLLING COMBUSTION ENGINES ',)"
F02,F,02,F,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('CYLINDERS, PISTONS OR CASINGS, FOR COMBUSTION ENGINES', 'ARRANGEMENTS OF SEALINGS IN COMBUSTION ENGINES')"
F02,F,02,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('HOT GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS ', 'USE OF WASTE HEAT OF COMBUSTION ENGINES', 'NOT OTHERWISE PROVIDED FOR')"
F02,F,02,K,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('JET-PROPULSION PLANTS ',)"
F02,F,02,M,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF',)"
F02,F,02,N,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('STARTING OF COMBUSTION ENGINES', 'STARTING AIDS FOR SUCH ENGINES, NOT OTHERWISE PROVIDED FOR')"
F02,F,02,P,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('COMBUSTION ENGINES', 'HOT-GAS OR COMBUSTION-PRODUCT ENGINE PLANTS')","('IGNITION, OTHER THAN COMPRESSION IGNITION, FOR INTERNAL-COMBUSTION ENGINES', 'TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES ')"
F03,F,03,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES FOR LIQUIDS', 'WIND, SPRING, OR WEIGHT MOTORS', 'PRODUCING MECHANICAL POWER OR A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR')","('MACHINES OR ENGINES FOR LIQUIDS ',)"
F03,F,03,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES FOR LIQUIDS', 'WIND, SPRING, OR WEIGHT MOTORS', 'PRODUCING MECHANICAL POWER OR A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR')","('POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS ',)"
F03,F,03,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES FOR LIQUIDS', 'WIND, SPRING, OR WEIGHT MOTORS', 'PRODUCING MECHANICAL POWER OR A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR')","('WIND MOTORS',)"
F03,F,03,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES FOR LIQUIDS', 'WIND, SPRING, OR WEIGHT MOTORS', 'PRODUCING MECHANICAL POWER OR A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR')","('SPRING, WEIGHT, INERTIA OR LIKE MOTORS', 'MECHANICAL-POWER PRODUCING DEVICES OR MECHANISMS, NOT OTHERWISE PROVIDED FOR OR USING ENERGY SOURCES NOT OTHERWISE PROVIDED FOR ')"
F03,F,03,H,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('MACHINES OR ENGINES FOR LIQUIDS', 'WIND, SPRING, OR WEIGHT MOTORS', 'PRODUCING MECHANICAL POWER OR A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR')","('PRODUCING A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR ',)"
F04,F,04,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('POSITIVE - DISPLACEMENT MACHINES FOR LIQUIDS', 'PUMPS FOR LIQUIDS OR ELASTIC FLUIDS')","('POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS', 'PUMPS ')"
F04,F,04,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('POSITIVE - DISPLACEMENT MACHINES FOR LIQUIDS', 'PUMPS FOR LIQUIDS OR ELASTIC FLUIDS')","('ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS ', 'ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT PUMPS')"
F04,F,04,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('POSITIVE - DISPLACEMENT MACHINES FOR LIQUIDS', 'PUMPS FOR LIQUIDS OR ELASTIC FLUIDS')","('NON-POSITIVE-DISPLACEMENT PUMPS ',)"
F04,F,04,F,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('POSITIVE - DISPLACEMENT MACHINES FOR LIQUIDS', 'PUMPS FOR LIQUIDS OR ELASTIC FLUIDS')","('PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPED ', 'SIPHONS ')"
F05,F,05,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('INDEXING SCHEMES RELATING TO ENGINES OR PUMPS IN VARIOUS SUBCLASSES OF CLASSES ',)","('INDEXING SCHEME RELATING TO WIND, SPRING, WEIGHT, INERTIA OR LIKE MOTORS, TO MACHINES OR ENGINES FOR LIQUIDS COVERED BY SUBCLASSES ',)"
F05,F,05,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('INDEXING SCHEMES RELATING TO ENGINES OR PUMPS IN VARIOUS SUBCLASSES OF CLASSES ',)","('INDEXING SCHEME RELATING TO MATERIALS, MATERIAL PROPERTIES OR MATERIAL CHARACTERISTICS FOR MACHINES, ENGINES OR PUMPS OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES',)"
F05,F,05,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('INDEXING SCHEMES RELATING TO ENGINES OR PUMPS IN VARIOUS SUBCLASSES OF CLASSES ',)","('INDEXING SCHEME FOR ASPECTS RELATING TO NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, GAS-TURBINES OR JET-PROPULSION PLANTS',)"
F15,F,15,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('FLUID-PRESSURE ACTUATORS', 'HYDRAULICS OR PNEUMATICS IN GENERAL')","('SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL', 'FLUID-PRESSURE ACTUATORS, e.g. SERVOMOTORS', 'DETAILS OF FLUID-PRESSURE SYSTEMS, NOT OTHERWISE PROVIDED FOR')"
F15,F,15,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('FLUID-PRESSURE ACTUATORS', 'HYDRAULICS OR PNEUMATICS IN GENERAL')","('FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES ',)"
F15,F,15,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('FLUID-PRESSURE ACTUATORS', 'HYDRAULICS OR PNEUMATICS IN GENERAL')","('FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS ',)"
F16,F,16,B,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING ',)"
F16,F,16,C,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('SHAFTS', 'FLEXIBLE SHAFTS', 'ELEMENTS OR CRANKSHAFT MECHANISMS', 'ROTARY BODIES OTHER THAN GEARING ELEMENTS', 'BEARINGS')"
F16,F,16,D,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('COUPLINGS FOR TRANSMITTING ROTATION', 'CLUTCHES', 'BRAKES')"
F16,F,16,F,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('SPRINGS', 'SHOCK-ABSORBERS', 'MEANS FOR DAMPING VIBRATION')"
F16,F,16,G,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES', 'CHAINS', 'FITTINGS PREDOMINANTLY USED THEREFOR')"
F16,F,16,H,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('GEARING',)"
F16,F,16,J,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('PISTONS ', 'CYLINDERS', 'SEALINGS')"
F16,F,16,K,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('VALVES', 'TAPS', 'COCKS', 'ACTUATING-FLOATS', 'DEVICES FOR VENTING OR AERATING ')"
F16,F,16,L,"('MECHANICAL ENGINEERING', 'LIGHTING', 'HEATING', 'WEAPONS', 'BLASTING')","('ENGINEERING ELEMENTS AND UNITS', 'GENERAL MEASURES FOR PRODUCING AND MAINTAINING EFFECTIVE FUNCTIONING OF MACHINES OR INSTALLATIONS', 'THERMAL INSULATION IN GENERAL')","('PIPES', 'JOINTS OR FITTINGS FOR PIPES', 'SUPPORTS FOR PIPES, CABLES OR PROTECTIVE TUBING', 'MEANS FOR THERMAL INSULATION IN GENERAL')"
